lat,lon,district
55.81157471,49.2607765,Советский р-н
55.8397747,49.19753401,Советский р-н
55.81749421,49.0816947,Кировский р-н
55.79689647,49.04820488,Кировский р-н
55.74917304,49.13669944,Приволжский р-н
55.8168374,49.03951902,Кировский р-н
55.82593947,49.07980288,Московский р-н
55.85213941,49.08354434,Авиастроительный р-н
55.73573486,49.26028275,Приволжский р-н
55.71752257,49.1222817,Приволжский р-н
55.80488066,49.19571098,Советский р-н
55.76336433,49.17647805,Советский р-н
55.73045935,49.14410066,Приволжский р-н
55.72099897,49.10158148,Приволжский р-н
55.72337049,49.11921287,Приволжский р-н
55.85031329,49.11770841,Авиастроительный р-н
55.83990507,49.07430048,Московский р-н
55.7949809,49.22415974,Советский р-н
55.7319885,49.10040896,Приволжский р-н
55.83168526,49.15672808,Ново-Савиновский р-н
55.84393354,49.02882183,Московский р-н
55.83642635,49.09270001,Ново-Савиновский р-н
55.78261444,49.27413416,Советский р-н
55.85951265,49.10243389,Авиастроительный р-н
55.75249169,49.16553664,Приволжский р-н
55.75910839,49.122065,Приволжский р-н
55.85477595,49.19731447,Советский р-н
55.70816925,49.094143,Приволжский р-н
55.78611368,49.16467385,Советский р-н
55.83983896,49.18852387,Советский р-н
55.6981604,49.06306173,Приволжский р-н
55.81349499,49.19467734,Советский р-н
55.82618842,49.02424362,Кировский р-н
55.72471686,49.10029872,Приволжский р-н
55.82784141,49.12086485,Ново-Савиновский р-н
55.75777054,49.22343843,Приволжский р-н
55.81151284,49.28475268,Советский р-н
55.7200511,49.09465305,Приволжский р-н
55.79447922,49.22750623,Советский р-н
55.71615136,49.10048164,Приволжский р-н
55.82573485,49.03224552,Кировский р-н
55.84470414,49.19166206,Советский р-н
55.85546151,49.07024613,Авиастроительный р-н
55.80814208,49.24865183,Советский р-н
55.79961946,49.06209309,Кировский р-н
55.76859478,49.24114048,Советский р-н
55.73309368,49.15259516,Приволжский р-н
55.82342274,49.22004641,Советский р-н
55.78232039,49.13197427,Вахитовский р-н
55.81394271,49.25087419,Советский р-н
55.79291033,49.16980445,Советский р-н
55.8030838,49.01308218,Кировский р-н
55.70138354,49.13164673,Приволжский р-н
55.69523428,49.14951677,Приволжский р-н
55.79963822,49.12262579,Вахитовский р-н
55.75413916,49.15491854,Приволжский р-н
55.84793322,49.13609003,Ново-Савиновский р-н
55.82761831,49.14642904,Ново-Савиновский р-н
55.81573433,49.14120637,Ново-Савиновский р-н
55.77392978,49.14481835,Приволжский р-н
55.73991281,49.17426248,Приволжский р-н
55.80311414,49.03746894,Кировский р-н
55.77023152,49.26931083,Советский р-н
55.78052497,49.10521653,Вахитовский р-н
55.85056175,49.17192142,Советский р-н
55.78560373,49.11257638,Вахитовский р-н
55.83172378,49.13710524,Ново-Савиновский р-н
55.77465588,49.19847454,Советский р-н
55.75546532,49.18790708,Приволжский р-н
55.82107757,49.13313269,Ново-Савиновский р-н
55.77355395,49.15084519,Вахитовский р-н
55.74617223,49.25006453,Приволжский р-н
55.84739923,49.05944653,Авиастроительный р-н
55.75238798,49.22274185,Приволжский р-н
55.80033321,49.03028703,Кировский р-н
55.77005485,49.12047449,Вахитовский р-н
55.79964623,49.00092863,Кировский р-н
55.82458005,49.0289314,Кировский р-н
55.83430298,49.22739271,Советский р-н
55.81378697,49.22719197,Советский р-н
55.68995762,49.14355671,Приволжский р-н
55.76069597,49.19663446,Советский р-н
55.81263268,49.20028,Советский р-н
55.81835122,49.04527951,Кировский р-н
55.84322635,49.14877265,Ново-Савиновский р-н
55.8461191,49.15081774,Ново-Савиновский р-н
55.80054016,49.17428224,Советский р-н
55.80565536,49.22268712,Советский р-н
55.73869487,49.14561895,Приволжский р-н
55.84686738,49.05424566,Московский р-н
55.85067556,49.08009759,Авиастроительный р-н
55.76955237,49.22028132,Советский р-н
55.79966379,49.10273468,Вахитовский р-н
55.74729353,49.28122973,Приволжский р-н
55.73776216,49.24788245,Приволжский р-н
55.79298476,49.22942558,Советский р-н
55.79975188,49.24954137,Советский р-н
55.76167776,49.14629515,Приволжский р-н
55.76812778,49.19103008,Советский р-н
55.7547976,49.24137551,Приволжский р-н
55.76421897,48.9853633,Верхнеуслонский р-н
55.80687661,49.25829786,Советский р-н
55.76773743,48.99250047,Верхнеуслонский р-н
55.80472192,49.24299293,Советский р-н
55.78534479,49.22981721,Советский р-н
55.80262464,49.0004524,Кировский р-н
55.81680025,49.11517811,Ново-Савиновский р-н
55.79157857,49.05581216,Кировский р-н
55.84408286,49.2164076,Советский р-н
55.83137611,49.19489466,Советский р-н
55.79480006,49.15078267,Вахитовский р-н
55.82457137,49.12122195,Ново-Савиновский р-н
55.81920861,49.21355015,Советский р-н
55.74715991,49.200736,Приволжский р-н
55.77526996,49.21547417,Советский р-н
55.76999698,49.17004746,Вахитовский р-н
55.75556886,49.2231095,Приволжский р-н
55.70871829,49.1784189,Приволжский р-н
55.82334014,49.03408638,Кировский р-н
55.73946359,49.11754448,Приволжский р-н
55.76806611,49.20133117,Советский р-н
55.79779829,49.21667226,Советский р-н
55.8243987,49.13473283,Ново-Савиновский р-н
55.80341333,49.27583058,Советский р-н
55.7998999,49.21508519,Советский р-н
55.73875648,49.15603745,Приволжский р-н
55.75624199,49.11617158,Приволжский р-н
55.77856844,49.27324344,Советский р-н
55.76243585,49.21840426,Советский р-н
55.80418796,49.19992084,Советский р-н
55.80655586,49.20850633,Советский р-н
55.84964884,49.13678437,Авиастроительный р-н
55.7175414,49.09668506,Приволжский р-н
55.83831788,49.24434942,Советский р-н
55.81953463,49.07820708,Кировский р-н
55.73612198,49.14325079,Приволжский р-н
55.80558008,49.17447325,Советский р-н
55.73118756,49.18165077,Приволжский р-н
55.77584923,49.10623037,Вахитовский р-н
55.74907023,49.26387762,Приволжский р-н
55.83189427,49.18583398,Советский р-н
55.73894092,49.12490028,Приволжский р-н
55.73521292,49.09052305,Приволжский р-н
55.80661089,49.0854207,Кировский р-н
55.8390913,49.08554226,Московский р-н
55.75150098,49.24971028,Приволжский р-н
55.80367795,49.15514583,Вахитовский р-н
55.78222831,49.09505648,Вахитовский р-н
55.72394217,49.08921554,Приволжский р-н
55.69638723,49.1550971,Приволжский р-н
55.73800416,49.26919469,Приволжский р-н
55.84590971,49.08707348,Авиастроительный р-н
55.7245531,49.13545154,Приволжский р-н
55.72347882,49.15798938,Приволжский р-н
55.8111232,49.27398538,Советский р-н
55.84826489,49.22892924,Советский р-н
55.79888587,49.12806667,Вахитовский р-н
55.80283772,49.22334839,Советский р-н
55.81055003,49.00552578,Кировский р-н
55.77116854,49.22125059,Советский р-н
55.78313264,49.26778389,Советский р-н
55.75018585,49.17915478,Приволжский р-н
55.6915569,49.13684731,Приволжский р-н
55.77564247,49.24921518,Советский р-н
55.774377,49.18237614,Советский р-н
55.70346772,49.08491662,Приволжский р-н
55.75308904,49.10183802,Приволжский р-н
55.85184791,49.06285794,Авиастроительный р-н
55.82468802,49.23929885,Советский р-н
55.8623842,49.10530644,Авиастроительный р-н
55.79734334,49.10429827,Вахитовский р-н
55.74159072,49.1659403,Приволжский р-н
55.7465301,49.12700319,Приволжский р-н
55.76841231,49.16497737,Вахитовский р-н
55.74603409,49.10484617,Приволжский р-н
55.82298822,49.09825268,Московский р-н
55.81730025,49.27456042,Советский р-н
55.80570817,49.09168861,Кировский р-н
55.76651547,49.18464219,Советский р-н
55.72276579,49.17483363,Приволжский р-н
55.77631438,49.18748259,Советский р-н
55.84053548,49.13283046,Ново-Савиновский р-н
55.85910563,49.08177652,Авиастроительный р-н
55.85161726,49.13468434,Авиастроительный р-н
55.82103746,49.11660163,Ново-Савиновский р-н
55.79042976,49.17641408,Советский р-н
55.79530279,49.04894573,Кировский р-н
55.84922451,49.18361005,Советский р-н
55.71546298,49.09040083,Приволжский р-н
55.77624072,49.12787387,Вахитовский р-н
55.80333358,49.2875187,Советский р-н
55.72216636,49.17088177,Приволжский р-н
55.78902234,49.1200651,Вахитовский р-н
55.85138607,49.13876836,Авиастроительный р-н
55.71957758,49.11797097,Приволжский р-н
55.86080015,49.10474307,Авиастроительный р-н
55.82363789,49.26477739,Советский р-н
55.80544999,49.27778345,Советский р-н
55.84136418,49.03250542,Московский р-н
55.72367482,49.1356824,Приволжский р-н
55.8232145,49.23145095,Советский р-н
55.81221895,49.27519534,Советский р-н
55.75571384,49.12611099,Приволжский р-н
55.73622133,49.09508214,Приволжский р-н
55.78668741,49.21835439,Советский р-н
55.72626781,49.16333198,Приволжский р-н
55.81102914,49.16865465,Советский р-н
55.81792424,49.26986989,Советский р-н
55.8042073,49.0100515,Кировский р-н
55.70019358,49.06458391,Приволжский р-н
55.83191521,49.18498096,Советский р-н
55.7467717,49.12735518,Приволжский р-н
55.77002431,49.14949517,Приволжский р-н
55.76423982,49.24029415,Советский р-н
55.73018508,49.15669343,Приволжский р-н
55.76280108,49.25007565,Советский р-н
55.79893124,49.02773604,Кировский р-н
55.74026182,49.27406433,Приволжский р-н
55.75426375,49.19551003,Приволжский р-н
55.85380298,49.05278627,Авиастроительный р-н
55.83547409,49.16116987,Ново-Савиновский р-н
55.76545881,49.15615434,Приволжский р-н
55.8329334,49.08248584,Московский р-н
55.82362126,49.11556974,Ново-Савиновский р-н
55.8433079,49.10027816,Ново-Савиновский р-н
55.84342333,49.09903482,Ново-Савиновский р-н
55.69703078,49.1490327,Приволжский р-н
55.72560655,49.15229979,Приволжский р-н
55.83966922,49.20624274,Советский р-н
55.80164413,49.04256864,Кировский р-н
55.75549859,49.19509294,Приволжский р-н
55.79123564,49.23341786,Советский р-н
55.74021053,49.16156632,Приволжский р-н
55.7451321,49.167081,Приволжский р-н
55.82837855,49.09148847,Московский р-н
55.73583274,49.20023265,Приволжский р-н
55.81711735,49.12428094,Ново-Савиновский р-н
55.82613931,49.23001872,Советский р-н
55.79101854,49.15980891,Вахитовский р-н
55.85391254,49.18550604,Советский р-н
55.82283441,49.07280305,Кировский р-н
55.81368967,49.13631093,Ново-Савиновский р-н
55.7768426,49.17338515,Советский р-н
55.84258897,49.11026902,Ново-Савиновский р-н
55.73860248,49.14288584,Приволжский р-н
55.80052775,49.12986273,Вахитовский р-н
55.8213796,49.0472189,Кировский р-н
55.7619624,49.11087134,Приволжский р-н
55.74359178,49.27324979,Приволжский р-н
55.73117549,49.24664942,Приволжский р-н
55.82182028,49.22657644,Советский р-н
55.76257099,49.12284114,Приволжский р-н
55.81244422,49.05455834,Кировский р-н
55.79630747,49.2700838,Советский р-н
55.69408679,49.14268299,Приволжский р-н
55.76849972,49.24711478,Советский р-н
55.82690262,49.20355331,Советский р-н
55.83852713,49.13943791,Ново-Савиновский р-н
55.81567727,49.26813716,Советский р-н
55.82999253,49.19124486,Советский р-н
55.79108668,49.18050024,Советский р-н
55.75276264,49.26965556,Советский р-н
55.84592645,49.14452723,Ново-Савиновский р-н
55.76518495,49.13905889,Приволжский р-н
55.85518458,49.08940894,Авиастроительный р-н
55.81054074,49.09290141,Кировский р-н
55.75022275,49.27126502,Советский р-н
55.78762107,49.19543032,Советский р-н
55.84070259,49.14926362,Ново-Савиновский р-н
55.81160864,49.17259802,Советский р-н
55.82835613,49.02772878,Кировский р-н
55.73600638,49.13071511,Приволжский р-н
55.81296519,49.04853491,Кировский р-н
55.7996673,49.06283584,Кировский р-н
55.7778223,49.22878661,Советский р-н
55.73971312,49.17107218,Приволжский р-н
55.77490636,49.19364273,Советский р-н
55.82375648,49.22912784,Советский р-н
55.75925831,49.10014186,Приволжский р-н
55.80045247,49.19685679,Советский р-н
55.7150275,49.11487301,Приволжский р-н
55.7761117,49.20925817,Советский р-н
55.83784324,49.08029758,Московский р-н
55.74235489,49.17931108,Приволжский р-н
55.82617592,49.19468726,Советский р-н
55.78504543,49.25746753,Советский р-н
55.81084362,49.067445,Кировский р-н
55.72344779,49.17446542,Приволжский р-н
55.80287835,49.18241189,Советский р-н
55.78679602,49.12491562,Вахитовский р-н
55.78002988,49.23978407,Советский р-н
55.83822059,49.15818169,Ново-Савиновский р-н
55.76382605,49.26735771,Советский р-н
55.74936283,49.23969965,Приволжский р-н
55.76613572,49.14773859,Приволжский р-н
55.82648636,49.12541502,Ново-Савиновский р-н
55.83736763,49.08452788,Московский р-н
55.82972524,49.04656697,Московский р-н
55.73740024,49.24704852,Приволжский р-н
55.69279917,49.1547589,Приволжский р-н
55.72377828,49.19693326,Приволжский р-н
55.74626522,49.22468003,Приволжский р-н
55.76107654,49.19879554,Советский р-н
55.8291494,49.12130721,Ново-Савиновский р-н
55.75861364,49.2219398,Приволжский р-н
55.75431618,49.1715647,Приволжский р-н
55.77956226,49.17695374,Советский р-н
55.73811817,49.27557522,Приволжский р-н
55.81855418,49.04809425,Кировский р-н
55.70654603,49.1489293,Приволжский р-н
55.77525316,49.2528332,Советский р-н
55.85269928,49.07983324,Авиастроительный р-н
55.7437861,49.22062492,Приволжский р-н
55.81155626,49.27450891,Советский р-н
55.84258419,49.2411452,Советский р-н
55.85464179,49.07162615,Авиастроительный р-н
55.76704142,49.09120356,Вахитовский р-н
55.81294515,49.10820295,Ново-Савиновский р-н
55.8368937,49.22343614,Советский р-н
55.80657474,49.18777978,Советский р-н
55.81497592,49.28114693,Советский р-н
55.80195782,49.04468952,Кировский р-н
55.72709836,49.13248396,Приволжский р-н
55.74329266,49.23766562,Приволжский р-н
55.74310517,49.18547961,Приволжский р-н
55.83154376,49.1069714,Ново-Савиновский р-н
55.79524134,49.17013801,Советский р-н
55.83409712,49.04595502,Московский р-н
55.81475725,49.00915755,Кировский р-н
55.8644053,49.10933524,Авиастроительный р-н
55.72213994,49.11703987,Приволжский р-н
55.80625886,49.05030466,Кировский р-н
55.77474863,49.15523096,Вахитовский р-н
55.82912198,49.13145989,Ново-Савиновский р-н
55.78579913,49.23927901,Советский р-н
55.80102575,48.98355862,Кировский р-н
55.76193228,49.26595474,Советский р-н
55.84687279,49.20328184,Советский р-н
55.82470275,49.03757552,Кировский р-н
55.83352883,49.1493301,Ново-Савиновский р-н
55.82199828,49.14462893,Ново-Савиновский р-н
55.74508302,49.23493925,Приволжский р-н
55.81135748,49.18941008,Советский р-н
55.81802487,49.17475693,Советский р-н
55.85577054,49.06789073,Авиастроительный р-н
55.74408492,49.1000882,Приволжский р-н
55.79788391,49.20117554,Советский р-н
55.84256515,49.20598253,Советский р-н
55.78822447,49.15160316,Вахитовский р-н
55.7945292,49.22167458,Советский р-н
55.75855717,49.1061238,Приволжский р-н
55.83806803,49.08458419,Московский р-н
55.77663952,49.24426431,Советский р-н
55.80924995,49.2737945,Советский р-н
55.71751887,49.16005382,Приволжский р-н
55.69314901,49.16307253,Приволжский р-н
55.73028264,49.17847332,Приволжский р-н
55.76971583,49.2652655,Советский р-н
55.82465763,49.10643709,Московский р-н
55.83696432,49.14444168,Ново-Савиновский р-н
55.73242818,49.23930936,Приволжский р-н
55.76077978,49.13880279,Приволжский р-н
55.74584107,49.22203449,Приволжский р-н
55.72491483,49.10368511,Приволжский р-н
55.78034846,49.26511714,Советский р-н
55.79588872,49.20462714,Советский р-н
55.83595905,49.06579969,Московский р-н
55.75200764,49.19925458,Приволжский р-н
55.76604657,49.15729426,Вахитовский р-н
55.800459,49.26734726,Советский р-н
55.82897775,49.15147276,Ново-Савиновский р-н
55.77271386,49.26128344,Советский р-н
55.76627995,48.98268084,Верхнеуслонский р-н
55.78897957,49.18443441,Советский р-н
55.78527468,49.22327607,Советский р-н
55.86704972,49.14431005,Авиастроительный р-н
55.80153087,49.17755517,Советский р-н
55.76681069,49.22858495,Советский р-н
55.74737955,49.13501047,Приволжский р-н
55.80122098,49.02244133,Кировский р-н
55.74971864,49.28628329,Советский р-н
55.75037458,49.11865076,Приволжский р-н
55.83066083,49.07850623,Московский р-н
55.83752166,49.03982171,Московский р-н
55.7945717,49.17247778,Советский р-н
55.82202535,49.06035171,Кировский р-н
55.82052435,49.17625369,Советский р-н
55.81907785,49.2189115,Советский р-н
55.81259824,49.22201168,Советский р-н
55.84653226,49.08850723,Авиастроительный р-н
55.72231737,49.19618524,Приволжский р-н
55.81987761,49.17462949,Советский р-н
55.83126551,49.15635806,Ново-Савиновский р-н
55.80917381,49.08107737,Кировский р-н
55.73240818,49.16564208,Приволжский р-н
55.81780705,49.05330416,Кировский р-н
55.76049524,49.12671484,Приволжский р-н
55.71860727,49.11782625,Приволжский р-н
55.80764195,49.28393033,Советский р-н
55.75860219,49.29058373,Советский р-н
55.83597829,49.04431589,Московский р-н
55.7675935,49.21779681,Советский р-н
55.76125181,49.27136506,Советский р-н
55.80849552,49.19966208,Советский р-н
55.74831181,49.26190516,Приволжский р-н
55.7807792,49.16979073,Советский р-н
55.72639162,49.17528992,Приволжский р-н
55.77570043,49.09585499,Вахитовский р-н
55.84006559,49.19390232,Советский р-н
55.79695093,49.07940637,Вахитовский р-н
55.84065408,49.14125053,Ново-Савиновский р-н
55.84310705,49.15736079,Ново-Савиновский р-н
55.73325018,49.24796255,Приволжский р-н
55.75993927,48.9852451,Верхнеуслонский р-н
55.81418472,49.26164895,Советский р-н
55.78467352,49.11711213,Вахитовский р-н
55.77495242,49.11008765,Вахитовский р-н
55.83228401,49.22681243,Советский р-н
55.74662739,49.22001824,Приволжский р-н
55.85396238,49.07819352,Авиастроительный р-н
55.7961764,49.0510811,Кировский р-н
55.79514019,49.04758161,Кировский р-н
55.79777302,49.00765459,Кировский р-н
55.71609844,49.10295529,Приволжский р-н
55.80116891,49.06745194,Кировский р-н
55.80298877,49.12455443,Вахитовский р-н
55.69621269,49.14196636,Приволжский р-н
55.80949501,49.258989,Советский р-н
55.81303454,49.13443587,Ново-Савиновский р-н
55.82436484,49.04648179,Кировский р-н
55.84588173,49.20097442,Советский р-н
55.79701666,49.16197596,Советский р-н
55.78008744,49.11259054,Вахитовский р-н
55.83735102,49.15636544,Ново-Савиновский р-н
55.8032462,49.12723453,Вахитовский р-н
55.85577225,49.18084436,Советский р-н
55.83993118,49.14957735,Ново-Савиновский р-н
55.75101648,49.26451675,Приволжский р-н
55.79882486,49.17781577,Советский р-н
55.79927642,49.22646579,Советский р-н
55.80952783,49.07042754,Кировский р-н
55.84806217,49.11560689,Авиастроительный р-н
55.77160372,49.27108367,Советский р-н
55.74218837,49.25214451,Приволжский р-н
55.77598058,49.22533258,Советский р-н
55.71437436,49.09937951,Приволжский р-н
55.82312099,49.26654603,Советский р-н
55.83191215,49.15151112,Ново-Савиновский р-н
55.80035865,49.05461851,Кировский р-н
55.75836175,49.26628052,Советский р-н
55.8406078,49.10413746,Ново-Савиновский р-н
55.84305173,49.12685551,Ново-Савиновский р-н
55.77561334,49.21784802,Советский р-н
55.84528078,49.07596403,Московский р-н
55.83669832,49.02465313,Московский р-н
55.77904404,49.23601665,Советский р-н
55.75845875,49.14411552,Приволжский р-н
55.71368407,49.18193007,Приволжский р-н
55.78524459,49.21863409,Советский р-н
55.75758809,49.22724413,Приволжский р-н
55.7412338,49.2288545,Приволжский р-н
55.79462976,49.25402508,Советский р-н
55.79711352,49.1950164,Советский р-н
55.72927139,49.19624375,Приволжский р-н
55.83677651,49.21443567,Советский р-н
55.77669624,49.27407138,Советский р-н
55.7671605,49.20164029,Советский р-н
55.80640263,49.26428786,Советский р-н
55.85803075,49.07737509,Авиастроительный р-н
55.75888298,49.20384274,Советский р-н
55.84380292,49.03562897,Московский р-н
55.81310884,49.25617013,Советский р-н
55.74152386,49.25825606,Приволжский р-н
55.84269186,49.15014851,Ново-Савиновский р-н
55.76050666,49.26359995,Советский р-н
55.81703343,49.09114806,Московский р-н
55.8023998,49.25173065,Советский р-н
55.80437154,49.14670158,Вахитовский р-н
55.80395239,49.03009098,Кировский р-н
55.79457119,49.00296876,Кировский р-н
55.82467705,49.0837742,Московский р-н
55.76682573,49.15240557,Приволжский р-н
55.80160088,49.0233665,Кировский р-н
55.7438217,49.21289594,Приволжский р-н
55.7058782,49.1463537,Приволжский р-н
55.78281573,49.23821317,Советский р-н
55.73011754,49.15289233,Приволжский р-н
55.75240202,49.19534708,Приволжский р-н
55.85422644,49.07563874,Авиастроительный р-н
55.79396699,49.1991314,Советский р-н
55.84028051,49.19225854,Советский р-н
55.73627709,49.16460605,Приволжский р-н
55.81793522,49.09902899,Московский р-н
55.76778143,49.19123021,Советский р-н
55.76202613,49.17585504,Советский р-н
55.76477171,49.1316781,Приволжский р-н
55.81962044,49.04362951,Кировский р-н
55.74449144,49.28271927,Приволжский р-н
55.82825983,49.19725765,Советский р-н
55.747213,49.12223723,Приволжский р-н
55.82832078,49.06299458,Московский р-н
55.83372492,49.19261398,Советский р-н
55.80583281,49.07658589,Кировский р-н
55.82703806,49.08333706,Московский р-н
55.73147057,49.24577988,Приволжский р-н
55.75634983,49.14468791,Приволжский р-н
55.74000242,49.15132086,Приволжский р-н
55.80930138,49.22212079,Советский р-н
55.80901464,49.24569125,Советский р-н
55.81135322,49.16959354,Советский р-н
55.74628032,49.19003693,Приволжский р-н
55.82391646,49.04894158,Кировский р-н
55.8154628,49.26107257,Советский р-н
55.75268474,49.2158806,Приволжский р-н
55.82155606,49.05242387,Кировский р-н
55.789124,49.18066742,Советский р-н
55.80306238,49.18127427,Советский р-н
55.71772231,49.12260672,Приволжский р-н
55.76944164,49.23694443,Советский р-н
55.83006345,49.11986894,Ново-Савиновский р-н
55.72140023,49.18522271,Приволжский р-н
55.73092503,49.12417355,Приволжский р-н
55.78807237,49.25326037,Советский р-н
55.80312665,49.01196585,Кировский р-н
55.82536964,49.02690775,Кировский р-н
55.74617337,49.11270466,Приволжский р-н
55.85855522,49.20314189,Советский р-н
55.82464731,49.22641132,Советский р-н
55.77874367,49.24769793,Советский р-н
55.86356082,49.11103221,Авиастроительный р-н
55.72738334,49.19320842,Приволжский р-н
55.72596085,49.1396721,Приволжский р-н
55.83401325,49.14029752,Ново-Савиновский р-н
55.79682299,49.01463895,Кировский р-н
55.80185009,49.22805545,Советский р-н
55.75537706,49.23343555,Приволжский р-н
55.76320076,49.1814505,Советский р-н
55.82120109,49.11890263,Ново-Савиновский р-н
55.81874436,49.13270746,Ново-Савиновский р-н
55.85822245,49.08126014,Авиастроительный р-н
55.74599312,49.21413201,Приволжский р-н
55.77537473,49.17783455,Советский р-н
55.84287331,49.13942821,Ново-Савиновский р-н
55.76216082,48.98073711,Верхнеуслонский р-н
55.85637812,49.09492946,Авиастроительный р-н
55.7881957,49.14907264,Вахитовский р-н
55.78609996,49.26706706,Советский р-н
55.79312852,49.26591918,Советский р-н
55.84026977,49.12256039,Ново-Савиновский р-н
55.75151654,49.22167856,Приволжский р-н
55.70165822,49.13899947,Приволжский р-н
55.7566886,49.261226,Советский р-н
55.71367186,49.18777004,Приволжский р-н
55.77980715,49.09832818,Вахитовский р-н
55.79501127,49.22364117,Советский р-н
55.76918864,49.14320613,Приволжский р-н
55.74520259,49.14918141,Приволжский р-н
55.76885159,49.14408749,Приволжский р-н
55.85547656,49.09029982,Авиастроительный р-н
55.8219132,49.23440131,Советский р-н
55.82696719,49.12543893,Ново-Савиновский р-н
55.77820622,49.15969446,Вахитовский р-н
55.69440841,49.08698442,Приволжский р-н
55.84482776,49.20220413,Советский р-н
55.79846615,49.14297422,Вахитовский р-н
55.76988209,48.98200914,Верхнеуслонский р-н
55.84497426,49.14826349,Ново-Савиновский р-н
55.74686722,49.25504637,Приволжский р-н
55.75827932,49.25162324,Приволжский р-н
55.85512921,49.07671363,Авиастроительный р-н
55.7626622,48.99537548,Верхнеуслонский р-н
55.82847186,49.122068,Ново-Савиновский р-н
55.79449014,49.14457956,Вахитовский р-н
55.70945611,49.21450215,Приволжский р-н
55.73744267,49.1110713,Приволжский р-н
55.81978253,49.14010533,Ново-Савиновский р-н
55.75396248,48.99221216,Верхнеуслонский р-н
55.75911546,49.12762803,Приволжский р-н
55.85412171,49.12931484,Авиастроительный р-н
55.77321294,49.19087495,Советский р-н
55.74381435,49.12742198,Приволжский р-н
55.8454493,49.15433035,Ново-Савиновский р-н
55.78622119,49.25504474,Советский р-н
55.85346687,49.19457359,Советский р-н
55.81410362,49.00406575,Кировский р-н
55.79823233,49.06309267,Кировский р-н
55.79627955,49.17847261,Советский р-н
55.82071571,49.26829592,Советский р-н
55.84167071,49.14374789,Ново-Савиновский р-н
55.76463596,49.12539276,Приволжский р-н
55.8113888,49.07898345,Кировский р-н
55.76450888,49.11116256,Приволжский р-н
55.77336807,49.13709162,Вахитовский р-н
55.72344464,49.16494401,Приволжский р-н
55.74085666,49.25762566,Приволжский р-н
55.82615271,49.08403361,Московский р-н
55.78262414,49.16469782,Советский р-н
55.72689421,49.18300993,Приволжский р-н
55.82902978,49.11745695,Ново-Савиновский р-н
55.82623644,49.14486373,Ново-Савиновский р-н
55.84475643,49.0878232,Авиастроительный р-н
55.81110195,49.09319775,Кировский р-н
55.78136265,49.23055299,Советский р-н
55.76834361,49.22475559,Советский р-н
55.81474213,49.20487951,Советский р-н
55.80256742,49.2203814,Советский р-н
55.75322684,49.28646458,Советский р-н
55.8512175,49.05064957,Авиастроительный р-н
55.76999529,49.13936555,Приволжский р-н
55.77348807,49.15124603,Вахитовский р-н
55.74010364,49.1437558,Приволжский р-н
